STATION,DATE,PRCP,TMAX,TMIN
USC00118740,2023-03-16,0,52,23
USC00118740,2023-03-17,0.49,50,29
USC00118740,2023-03-18,0.01,38,14
USC00118740,2023-03-19,0,21,14
USC00118740,2023-03-20,0,39,16
USC00118740,2023-03-21,0,53,25
USC00118740,2023-03-22,0.13,52,34
USC00118740,2023-03-23,0.81,59,41
USC00118740,2023-03-24,0,49,36
USC00118740,2023-03-25,0.52,50,37
USC00118740,2023-03-26,0,49,32
USC00118740,2023-03-27,0,65,37
USC00118740,2023-03-28,0,51,28
USC00118740,2023-03-29,0,52,32
USC00118740,2023-03-30,0,53,30
USC00118740,2023-03-31,0.22,64,34
USC00118740,2023-04-01,0.29,74,38
USC00118740,2023-04-02,0,42,28
USC00118740,2023-04-03,0,59,35
USC00118740,2023-04-04,0.01,75,47
USC00118740,2023-04-05,0,82,58
USC00118740,2023-04-06,0.38,72,34
USC00118740,2023-04-07,0,49,34
USC00118740,2023-04-08,0,59,36
USC00118740,2023-04-09,0,65,36
USC00118740,2023-04-10,0,NA,NA
USC00118740,2023-04-11,0,71,NA
USC00118740,2023-04-12,0,78,51
USC00118740,2023-04-13,0,80,45
USC00118740,2023-04-14,0,82,52
USC00118740,2023-04-15,0,81,54
USC00118740,2023-04-16,0.24,81,42
USC00118740,2023-04-17,0,46,33
USC00118740,2023-04-18,0,57,31
USC00118740,2023-04-19,0,62,40
USC00118740,2023-04-20,0,82,52
USC00118740,2023-04-21,0.42,81,46
USC00118740,2023-04-22,0,NA,NA
USC00118740,2023-04-23,0,NA,NA
USC00118740,2023-04-24,0,47,27
USC00118740,2023-04-25,0.01,58,36
USC00118740,2023-04-26,0.02,61,34
USC00118740,2023-04-27,0,59,36
USC00118740,2023-04-28,0,69,43
USC00118740,2023-04-29,0,NA,NA
USC00118740,2023-04-30,0.31,66,39
USC00118740,2023-05-01,0.05,52,41
USC00118740,2023-05-02,0,59,39
USC00118740,2023-05-03,0,63,38
USC00118740,2023-05-04,0,64,39
USC00118740,2023-05-05,0,NA,NA
