date,weather,temp,humidity,precip_one_hour
2022-01-04T00:53:00Z,Fair,40,86,NA
2022-01-04T01:53:00Z,Fair,37,89,NA
2022-01-04T02:53:00Z,Fair,35,89,NA
2022-01-04T03:53:00Z,Fair,37,86,NA
2022-01-04T04:53:00Z,Fair,34,92,NA
2022-01-04T05:53:00Z,Fair,36,86,NA
2022-01-04T06:53:00Z,Fair,35,82,NA
2022-01-04T07:53:00Z,Partly Cloudy,34,85,NA
2022-01-04T08:53:00Z,Overcast,35,89,NA
2022-01-04T09:53:00Z,Overcast,36,79,NA
2022-01-04T10:53:00Z,Overcast,37,76,NA
2022-01-04T11:53:00Z,Overcast,37,76,NA
2022-01-04T12:53:00Z,Overcast,37,76,NA
2022-01-04T13:53:00Z,Overcast,37,79,NA
2022-01-04T14:53:00Z,Overcast,37,76,NA
2022-01-04T15:53:00Z,Overcast,36,79,NA
2022-01-04T16:53:00Z,Overcast,36,79,NA
2022-01-04T17:53:00Z,Overcast,36,82,NA
2022-01-04T18:53:00Z,Overcast,37,79,NA
2022-01-04T19:53:00Z,Overcast,37,82,NA
2022-01-04T20:53:00Z,Overcast,37,82,NA
2022-01-04T21:53:00Z,Overcast,38,76,NA
2022-01-04T22:53:00Z,Overcast,37,82,NA
2022-01-04T23:53:00Z,Overcast,37,82,NA
2022-01-05T00:53:00Z,Overcast,36,89,NA
2022-01-05T01:53:00Z,Overcast,36,89,NA
2022-01-05T02:53:00Z,Overcast,37,86,NA
2022-01-05T03:53:00Z,Overcast,37,82,NA
2022-01-05T04:53:00Z,Overcast,36,82,NA
2022-01-05T05:53:00Z,Overcast,36,82,NA
2022-01-05T06:53:00Z,Overcast,35,85,NA
2022-01-05T07:53:00Z,Overcast,35,82,NA
2022-01-05T08:53:00Z,Light Snow Fog/Mist,34,85,NA
2022-01-05T09:53:00Z,Light Snow Fog/Mist,34,89,NA
2022-01-05T10:53:00Z,Light Snow Fog/Mist,34,89,0.01
2022-01-05T11:53:00Z,Overcast,36,79,NA
2022-01-05T12:53:00Z,Overcast,35,78,NA
2022-01-05T13:53:00Z,Light Snow,35,82,NA
2022-01-05T14:53:00Z,Overcast,35,82,NA
2022-01-05T15:53:00Z,Overcast,34,85,NA
2022-01-05T16:53:00Z,Overcast,34,85,NA
2022-01-05T17:53:00Z,Overcast,34,85,NA
2022-01-05T18:53:00Z,Overcast,33,89,NA
2022-01-05T19:53:00Z,Overcast,34,82,NA
2022-01-05T20:53:00Z,Overcast,33,85,NA
2022-01-05T21:53:00Z,Overcast,33,82,NA
2022-01-05T22:53:00Z,Overcast,33,82,NA
2022-01-05T23:53:00Z,Overcast,33,82,NA
2022-01-06T00:53:00Z,Overcast,33,82,NA
2022-01-06T01:53:00Z,Overcast,32,82,NA
2022-01-06T02:53:00Z,Overcast,32,79,NA
2022-01-06T03:53:00Z,Overcast,32,79,NA
2022-01-06T04:53:00Z,Overcast,32,79,NA
2022-01-06T05:53:00Z,Overcast,32,79,NA
2022-01-06T06:53:00Z,Overcast,31,82,NA
2022-01-06T07:53:00Z,Overcast,32,79,NA
2022-01-06T08:53:00Z,Overcast,33,75,NA
2022-01-06T09:53:00Z,Overcast,33,75,NA
2022-01-06T10:53:00Z,Mostly Cloudy,35,72,NA
2022-01-06T11:53:00Z,A Few Clouds,38,68,NA
2022-01-06T12:53:00Z,A Few Clouds,38,65,NA
2022-01-06T13:53:00Z,Fair,39,65,NA
2022-01-06T14:53:00Z,Fair,39,65,NA
2022-01-06T15:53:00Z,Fair,38,68,NA
2022-01-06T16:53:00Z,Fair,36,73,NA
2022-01-06T17:53:00Z,Fair,35,78,NA
2022-01-06T18:53:00Z,Fair,35,78,NA
2022-01-06T19:53:00Z,Fair,33,82,NA
2022-01-06T20:53:00Z,Fair,31,85,NA
2022-01-06T21:53:00Z,Fair,29,85,NA
2022-01-06T22:53:00Z,Fair,27,81,NA
2022-01-06T23:53:00Z,Fair,25,85,NA
2022-01-07T00:53:00Z,Fair,25,88,NA
2022-01-07T01:53:00Z,Fair,24,88,NA
2022-01-07T02:53:00Z,Fog/Mist,26,84,NA
2022-01-07T03:53:00Z,Fog/Mist,24,91,NA
2022-01-07T04:53:00Z,Fog/Mist,24,91,NA
2022-01-07T05:53:00Z,Fog/Mist,23,88,NA
2022-01-07T06:53:00Z,Fog/Mist,23,85,NA
2022-01-07T07:53:00Z,Fog/Mist,23,88,NA
2022-01-07T08:53:00Z,Fair with Haze,27,81,NA
2022-01-07T09:53:00Z,Fair with Haze,30,82,NA
2022-01-07T10:53:00Z,A Few Clouds,34,76,NA
2022-01-07T11:53:00Z,A Few Clouds,35,70,NA
2022-01-07T12:53:00Z,Partly Cloudy,37,67,NA
2022-01-07T13:53:00Z,Partly Cloudy,37,67,NA
2022-01-07T14:53:00Z,Partly Cloudy,38,68,NA
2022-01-07T15:53:00Z,Partly Cloudy,37,70,NA
2022-01-07T16:53:00Z,Mostly Cloudy,33,78,NA
2022-01-07T17:53:00Z,Fair,32,82,NA
2022-01-07T18:53:00Z,Fair,32,85,NA
2022-01-07T19:53:00Z,Mostly Cloudy,32,85,NA
2022-01-07T20:53:00Z,Overcast,32,85,NA
2022-01-07T21:53:00Z,Mostly Cloudy,31,89,NA
2022-01-07T22:53:00Z,Fair,30,88,NA
2022-01-07T23:53:00Z,Fair,30,88,NA
2022-01-08T00:53:00Z,Overcast,31,85,NA
2022-01-08T01:53:00Z,Overcast,31,85,NA
2022-01-08T02:53:00Z,Overcast,31,82,NA
2022-01-08T03:53:00Z,Overcast,31,85,NA
2022-01-08T04:53:00Z,Overcast,31,85,NA
2022-01-08T05:53:00Z,Overcast,31,85,NA
2022-01-08T06:53:00Z,Overcast,31,85,NA
2022-01-08T07:53:00Z,Light Snow Fog/Mist,31,85,NA
2022-01-08T08:53:00Z,Light Snow Fog/Mist,31,89,NA
2022-01-08T09:53:00Z,Light Snow Fog/Mist,32,88,NA
2022-01-08T10:53:00Z,Light Snow Fog/Mist,32,88,0.01
2022-01-08T11:53:00Z,Light Snow Fog/Mist,32,92,0.02
2022-01-08T12:53:00Z,Light Snow Fog/Mist,33,92,0.01
2022-01-08T13:53:00Z,Overcast,34,85,NA
2022-01-08T14:53:00Z,Overcast,35,82,NA
2022-01-08T15:53:00Z,Overcast,34,82,NA
2022-01-08T16:53:00Z,Overcast,33,85,NA
2022-01-08T17:53:00Z,Overcast,33,75,NA
2022-01-08T18:53:00Z,Overcast,33,75,NA
2022-01-08T19:53:00Z,Overcast,32,82,NA
2022-01-08T20:53:00Z,Mostly Cloudy,31,82,NA
2022-01-08T21:53:00Z,Mostly Cloudy,28,88,NA
2022-01-08T22:53:00Z,Fair,28,88,NA
2022-01-08T23:53:00Z,Fog/Mist,23,96,NA
2022-01-09T00:53:00Z,Fog/Mist,26,92,NA
2022-01-09T01:53:00Z,Fog/Mist,24,88,NA
2022-01-09T02:53:00Z,Fog/Mist,21,92,NA
2022-01-09T03:53:00Z,Fog/Mist,23,92,NA
2022-01-09T04:53:00Z,Fog/Mist,21,88,NA
2022-01-09T05:53:00Z,Fog/Mist,23,92,NA
2022-01-09T06:53:00Z,Fog/Mist,23,96,NA
2022-01-09T07:53:00Z,Fog/Mist,25,92,NA
2022-01-09T08:53:00Z,Fog/Mist,30,92,NA
2022-01-09T09:53:00Z,Fog/Mist,32,96,NA
2022-01-09T10:53:00Z,Fog/Mist,35,89,NA
2022-01-09T11:53:00Z,Fair,38,79,NA
2022-01-09T12:53:00Z,Fair,42,73,NA
2022-01-09T13:53:00Z,Fair,44,68,NA
2022-01-09T14:53:00Z,Fair,43,71,NA
2022-01-09T15:53:00Z,Fair,42,76,NA
2022-01-09T16:53:00Z,Fair,38,83,NA
2022-01-09T17:53:00Z,Fair,38,83,NA
2022-01-09T18:53:00Z,Fair,37,82,NA
2022-01-09T19:53:00Z,Fair,37,82,NA
2022-01-09T20:53:00Z,Fair,37,82,NA
2022-01-09T21:53:00Z,Fair,38,76,NA
2022-01-09T22:53:00Z,Mostly Cloudy,38,79,NA
2022-01-09T23:53:00Z,Partly Cloudy,39,76,NA
2022-01-10T00:53:00Z,Fair,38,79,NA
2022-01-10T01:53:00Z,Fair,37,82,NA
2022-01-10T02:53:00Z,Partly Cloudy,37,82,NA
2022-01-10T03:53:00Z,Mostly Cloudy,36,86,NA
2022-01-10T04:53:00Z,Fair,35,85,NA
2022-01-10T05:53:00Z,Fair,33,89,NA
2022-01-10T06:53:00Z,Fair,31,89,NA
2022-01-10T07:53:00Z,Fog/Mist,32,92,NA
2022-01-10T08:53:00Z,Fog/Mist,37,89,NA
2022-01-10T09:53:00Z,Fair,41,82,NA
2022-01-10T10:53:00Z,Fair,45,74,NA
2022-01-10T11:53:00Z,Fair,48,71,NA
2022-01-10T12:53:00Z,Fair,50,66,NA
2022-01-10T13:53:00Z,Fair,51,64,NA
2022-01-10T14:53:00Z,Fair,50,66,NA
2022-01-10T15:53:00Z,Fair,48,74,NA
2022-01-10T16:53:00Z,Fair,45,80,NA
2022-01-10T17:53:00Z,Fair,42,89,NA
2022-01-10T18:53:00Z,Fair,38,93,NA
2022-01-10T19:53:00Z,Fog/Mist,35,93,NA
2022-01-10T20:53:00Z,Fog/Mist,35,96,NA
2022-01-10T21:53:00Z,Fog/Mist,36,97,NA
2022-01-10T22:53:00Z,Fog/Mist,38,93,NA
2022-01-10T23:53:00Z,Mostly Cloudy,39,89,NA
2022-01-11T00:53:00Z,Fair,39,89,NA
2022-01-11T01:53:00Z,A Few Clouds,39,89,NA
2022-01-11T02:53:00Z,Mostly Cloudy,39,93,NA
2022-01-11T03:53:00Z,Fair,39,89,NA
2022-01-11T04:53:00Z,Fog/Mist,39,93,NA
2022-01-11T05:53:00Z,A Few Clouds,39,89,NA
2022-01-11T06:53:00Z,Overcast,41,89,NA
2022-01-11T07:53:00Z,Overcast,42,89,NA
2022-01-11T08:53:00Z,Overcast,44,85,NA
2022-01-11T09:53:00Z,Overcast,46,83,NA
2022-01-11T10:53:00Z,Fog/Mist,46,89,NA
2022-01-11T11:53:00Z,Fog/Mist,48,89,NA
2022-01-11T12:53:00Z,Fog/Mist,49,90,NA
2022-01-11T13:53:00Z,Fog/Mist,50,89,NA
2022-01-11T14:53:00Z,Fog/Mist,52,86,NA
2022-01-11T15:53:00Z,Fog/Mist,52,86,NA
2022-01-11T16:53:00Z,Fog/Mist,50,89,NA
2022-01-11T17:53:00Z,Fog/Mist,49,90,NA
2022-01-11T18:53:00Z,Fog/Mist,48,93,NA
2022-01-11T19:53:00Z,Fog/Mist,47,93,NA
2022-01-11T20:53:00Z,Fog/Mist,45,97,NA
2022-01-11T21:53:00Z,Fog,42,96,NA
2022-01-11T22:53:00Z,Fog,43,93,NA
2022-01-11T23:53:00Z,Fog,44,96,NA
2022-01-12T00:53:00Z,Fog/Mist,43,97,NA
2022-01-12T01:53:00Z,Fog/Mist,47,97,NA
2022-01-12T02:53:00Z,Overcast,47,93,NA
2022-01-12T03:53:00Z,Fog/Mist,46,89,NA
2022-01-12T04:53:00Z,Fog/Mist,45,93,NA
2022-01-12T05:53:00Z,Fog/Mist,44,93,NA
2022-01-12T06:53:00Z,Fog/Mist,43,93,NA
2022-01-12T07:53:00Z,Fog/Mist,41,93,NA
2022-01-12T08:53:00Z,Light Rain Fog/Mist,40,93,0.01
2022-01-12T09:53:00Z,Fog/Mist and Breezy,39,93,NA
2022-01-12T10:53:00Z,Fog/Mist,39,93,NA
2022-01-12T11:53:00Z,Fog/Mist,39,93,NA
2022-01-12T12:53:00Z,Overcast,40,86,NA
2022-01-12T13:53:00Z,Overcast and Breezy,40,83,NA
2022-01-12T14:53:00Z,Overcast and Breezy,38,83,NA
2022-01-12T15:53:00Z,Overcast,38,79,NA
2022-01-12T16:53:00Z,Overcast and Breezy,38,76,NA
2022-01-12T17:53:00Z,Overcast,37,79,NA
2022-01-12T18:53:00Z,Overcast,37,79,NA
2022-01-12T19:53:00Z,Overcast,37,79,NA
2022-01-12T20:53:00Z,Overcast,37,79,NA
2022-01-12T21:53:00Z,Overcast,36,86,NA
2022-01-12T22:53:00Z,Overcast,36,86,NA
2022-01-12T23:53:00Z,Fog/Mist,34,89,NA
2022-01-13T00:53:00Z,Light Snow Fog/Mist,33,92,NA
2022-01-13T01:53:00Z,Light Snow Fog/Mist,33,89,NA
2022-01-13T02:53:00Z,Light Snow Fog/Mist,32,92,NA
2022-01-13T03:53:00Z,Light Snow Fog/Mist,31,92,NA
2022-01-13T04:53:00Z,Light Snow Fog/Mist,31,89,NA
2022-01-13T05:53:00Z,Overcast,31,89,NA
2022-01-13T06:53:00Z,Light Snow Fog/Mist,31,89,NA
2022-01-13T07:53:00Z,Overcast,32,85,NA
2022-01-13T08:53:00Z,Overcast,32,85,NA
2022-01-13T09:53:00Z,Fog/Mist,32,92,NA
2022-01-13T10:53:00Z,Fog/Mist,32,92,NA
2022-01-13T11:53:00Z,Fog/Mist,32,88,0.01
2022-01-13T12:53:00Z,Unknown Precip,32,88,NA
2022-01-13T13:53:00Z,Light Snow Fog/Mist,31,85,NA
2022-01-13T14:53:00Z,Overcast,30,85,NA
2022-01-13T15:53:00Z,Overcast and Breezy,30,82,NA
2022-01-13T16:53:00Z,Overcast,30,79,NA
2022-01-13T17:53:00Z,Overcast,30,79,NA
2022-01-13T18:53:00Z,Overcast,29,82,NA
2022-01-13T19:53:00Z,Overcast,29,82,NA
2022-01-13T20:53:00Z,Overcast,29,82,NA
2022-01-13T21:53:00Z,Overcast,28,75,NA
2022-01-13T22:53:00Z,Overcast,28,78,NA
2022-01-13T23:53:00Z,Overcast,28,75,NA
2022-01-14T00:53:00Z,Overcast,28,75,NA
2022-01-14T01:53:00Z,Overcast,27,75,NA
2022-01-14T02:53:00Z,Overcast,27,78,NA
2022-01-14T03:53:00Z,Overcast,27,78,NA
2022-01-14T04:53:00Z,Overcast,27,78,NA
2022-01-14T05:53:00Z,Overcast,26,78,NA
2022-01-14T06:53:00Z,Overcast,26,78,NA
2022-01-14T07:53:00Z,Overcast,26,75,NA
2022-01-14T08:53:00Z,Overcast,26,75,NA
2022-01-14T09:53:00Z,Overcast,26,75,NA
2022-01-14T10:53:00Z,Overcast,27,75,NA
2022-01-14T11:53:00Z,Overcast,27,75,NA
2022-01-14T12:53:00Z,Overcast,28,75,NA
2022-01-14T13:53:00Z,Overcast,30,75,NA
2022-01-14T14:53:00Z,Mostly Cloudy,29,78,NA
2022-01-14T15:53:00Z,A Few Clouds,29,78,NA
2022-01-14T16:53:00Z,A Few Clouds,28,81,NA
2022-01-14T17:53:00Z,Fair,27,81,NA
2022-01-14T18:53:00Z,Fair,26,84,NA
2022-01-14T19:53:00Z,Fair,28,85,NA
2022-01-14T20:53:00Z,Fair,27,89,NA
2022-01-14T21:53:00Z,Fair,27,89,NA
2022-01-14T22:53:00Z,Fair,27,89,NA
2022-01-14T23:53:00Z,Fair,27,89,NA
2022-01-15T00:53:00Z,Fair,26,88,NA
2022-01-15T01:53:00Z,Fair,27,85,NA
2022-01-15T02:53:00Z,Fair,27,85,NA
2022-01-15T03:53:00Z,Fair,27,89,NA
2022-01-15T04:53:00Z,Fair,27,89,NA
2022-01-15T05:53:00Z,Fair,28,85,NA
2022-01-15T06:53:00Z,Fair,27,89,NA
2022-01-15T07:53:00Z,Fair,28,88,NA
2022-01-15T08:53:00Z,Fair,31,82,NA
2022-01-15T09:53:00Z,Fair,34,79,NA
2022-01-15T10:53:00Z,Fair and Breezy,37,73,NA
2022-01-15T11:53:00Z,Fair and Breezy,40,65,NA
2022-01-15T12:53:00Z,Fair,41,65,NA
2022-01-15T13:53:00Z,Fair,43,58,NA
2022-01-15T14:53:00Z,Fair and Breezy,43,58,NA
2022-01-15T15:53:00Z,Fair,42,62,NA
2022-01-15T16:53:00Z,Fair,39,67,NA
2022-01-15T17:53:00Z,Fair,37,70,NA
2022-01-15T18:53:00Z,Fair,37,67,NA
2022-01-15T19:53:00Z,Fair and Breezy,39,62,NA
2022-01-15T20:53:00Z,Fair,39,60,NA
2022-01-15T21:53:00Z,Overcast and Breezy,40,58,NA
2022-01-15T22:53:00Z,A Few Clouds,40,58,NA
2022-01-15T23:53:00Z,Partly Cloudy and Breezy,40,55,NA
2022-01-16T00:53:00Z,Fair,40,58,NA
2022-01-16T01:53:00Z,Fair,40,60,NA
2022-01-16T02:53:00Z,Overcast,40,63,NA
2022-01-16T03:53:00Z,Overcast,41,60,NA
2022-01-16T04:53:00Z,Overcast,41,60,NA
2022-01-16T05:53:00Z,Overcast,41,62,NA
2022-01-16T06:53:00Z,Rain,40,73,0.02
2022-01-16T07:53:00Z,Light Rain,40,83,0.08
2022-01-16T08:53:00Z,Light Rain,40,86,0.02
2022-01-16T09:53:00Z,Light Rain and Breezy,42,85,0.02
2022-01-16T10:53:00Z,Light Rain and Breezy,44,85,0.01
2022-01-16T11:53:00Z,Light Rain,45,86,0.01
2022-01-16T12:53:00Z,Overcast and Breezy,46,89,0.01
2022-07-02T05:53:00Z,Fair,71,94,NA
2022-07-02T06:53:00Z,Fair,69,96,NA
2022-07-02T07:53:00Z,Fair,69,96,NA
2022-07-02T08:53:00Z,Fog/Mist,67,97,NA
2022-07-02T09:53:00Z,Partly Cloudy,71,94,NA
2022-07-02T10:53:00Z,Fair,70,97,NA
2022-07-02T11:53:00Z,Fair,72,94,NA
2022-07-02T12:53:00Z,A Few Clouds,71,87,NA
2022-07-02T13:53:00Z,A Few Clouds,70,93,NA
2022-07-02T14:53:00Z,Rain Fog/Mist,69,93,0.01
2022-07-02T15:53:00Z,Thunderstorm in Vicinity Rain Fog/Mist,68,93,0.09
2022-07-02T16:53:00Z,Light Rain,69,93,0.13
2022-07-02T17:53:00Z,Fair,76,72,0.11
2022-07-02T18:53:00Z,Fair,75,74,NA
2022-07-02T19:53:00Z,Fair,76,74,NA
2022-07-02T20:53:00Z,Fair,79,69,NA
2022-07-02T21:53:00Z,Fair,80,69,NA
2022-07-02T22:53:00Z,Fair,81,65,NA
2022-07-02T23:53:00Z,Fair,78,76,NA
2022-07-03T00:53:00Z,Fair,74,88,NA
2022-07-03T01:53:00Z,Fair,73,87,NA
2022-07-03T02:53:00Z,Fair,73,87,NA
2022-07-03T03:53:00Z,Fair,72,91,NA
2022-07-06T03:53:00Z,Fair,83,79,NA
2022-07-06T04:53:00Z,Fair,83,82,NA
2022-07-06T05:53:00Z,Fair,84,80,NA
2022-07-06T06:53:00Z,Fair,81,88,NA
2022-07-06T07:53:00Z,A Few Clouds,83,79,NA
2022-07-06T08:53:00Z,Fair,79,79,NA
2022-07-06T09:53:00Z,Fair,76,91,NA
2022-07-06T10:53:00Z,Fair,76,91,NA
2022-07-06T11:53:00Z,A Few Clouds,77,90,NA
2022-07-06T12:53:00Z,Partly Cloudy,78,87,NA
2022-07-06T13:53:00Z,Fair,82,79,NA
2022-07-06T14:53:00Z,Fair,85,65,NA
2022-07-06T15:53:00Z,Fair,88,59,NA
2022-07-06T16:53:00Z,Mostly Cloudy,87,63,NA
2022-07-06T17:53:00Z,Mostly Cloudy,89,59,NA
2022-07-06T18:53:00Z,Partly Cloudy,89,61,NA
2022-07-06T19:53:00Z,Partly Cloudy,88,66,NA
2022-07-06T20:53:00Z,Fair,86,70,NA
2022-07-06T21:53:00Z,A Few Clouds,89,63,NA
2022-07-06T22:53:00Z,Mostly Cloudy,87,63,NA
2022-07-06T23:53:00Z,A Few Clouds,86,63,NA
2022-07-07T00:53:00Z,Fair,83,72,NA
2022-07-07T01:53:00Z,Fair,81,74,NA
2022-07-07T02:53:00Z,Mostly Cloudy,80,76,NA
2022-07-07T03:53:00Z,A Few Clouds,78,82,NA
2022-07-07T04:53:00Z,Fair,77,85,NA
2022-07-07T05:53:00Z,Partly Cloudy,77,82,NA
2022-07-07T06:53:00Z,Overcast,76,85,NA
2022-07-07T07:53:00Z,Mostly Cloudy,75,88,NA
2022-07-07T08:53:00Z,Overcast,74,91,NA
2022-07-07T09:53:00Z,Fog/Mist,74,91,NA
2022-07-07T10:53:00Z,Fog/Mist,73,94,NA
2022-07-07T11:53:00Z,Fog/Mist,75,90,NA
2022-07-07T12:53:00Z,Fair,78,85,NA
2022-07-07T13:53:00Z,A Few Clouds,80,79,NA
2022-07-07T14:53:00Z,Mostly Cloudy,81,79,NA
2022-07-07T15:53:00Z,Mostly Cloudy,81,79,NA
2022-07-07T16:53:00Z,Light Rain,81,82,NA
2022-07-07T17:53:00Z,Thunderstorm in Vicinity,80,85,NA
2022-07-07T18:53:00Z,Light Rain Fog/Mist,72,94,1.19
2022-07-07T19:53:00Z,Partly Cloudy,75,96,0.07
2022-07-07T20:53:00Z,A Few Clouds,78,90,NA
2022-07-07T21:53:00Z,Mostly Cloudy,79,90,NA
2022-07-07T22:53:00Z,Overcast,78,87,NA
2022-07-07T23:53:00Z,Overcast,77,94,0.01
2022-07-08T00:53:00Z,Light Rain,77,94,NA
2022-07-08T01:53:00Z,Light Rain,76,97,0.02
2022-07-08T02:53:00Z,Overcast,76,97,NA
2022-07-08T03:53:00Z,Fog/Mist,76,97,NA
2022-07-08T04:53:00Z,Fog/Mist,76,97,NA
2022-07-08T05:53:00Z,Fog/Mist,75,100,NA
2022-07-08T06:53:00Z,Fog/Mist,75,100,NA
2022-07-08T07:53:00Z,Fog/Mist,75,96,NA
2022-07-08T08:53:00Z,Overcast,75,96,NA
2022-07-08T09:53:00Z,Mostly Cloudy,74,97,NA
2022-07-08T10:53:00Z,Mostly Cloudy,74,97,NA
2022-07-08T11:53:00Z,Thunderstorm in Vicinity Rain Fog/Mist,74,97,0.02
2022-07-08T12:53:00Z,Thunderstorm Rain Fog/Mist,73,96,0.13
2022-07-08T13:53:00Z,Thunderstorm Rain Fog/Mist,73,96,0.1
2022-07-08T14:53:00Z,Overcast,74,97,0.03
2022-07-08T15:53:00Z,Mostly Cloudy,76,91,NA
2022-07-08T16:53:00Z,A Few Clouds,78,87,NA
2022-07-08T17:53:00Z,Overcast,78,87,0.01
2022-07-08T18:53:00Z,Overcast,78,90,0.01
2022-07-08T19:53:00Z,Mostly Cloudy,80,85,NA
2022-07-08T20:53:00Z,Overcast,82,82,NA
2022-07-08T21:53:00Z,Overcast,80,82,NA
2022-07-08T22:53:00Z,Overcast,77,94,0.05
2022-07-08T23:53:00Z,Rain Fog/Mist,75,96,0.06
2022-07-09T00:53:00Z,Light Rain Fog/Mist,74,97,0.43
2022-07-09T01:53:00Z,Overcast,73,96,0.03
2022-07-09T02:53:00Z,Overcast,72,94,NA
2022-07-09T03:53:00Z,Light Rain Fog/Mist,72,94,0.01
2022-07-09T04:53:00Z,Overcast,71,90,0.02
2022-07-09T05:53:00Z,Overcast,71,94,NA
2022-07-09T06:53:00Z,Overcast,71,90,NA
2022-07-09T07:53:00Z,Overcast,70,90,NA
2022-07-09T08:53:00Z,Overcast,70,90,NA
2022-07-09T09:53:00Z,Overcast,69,93,NA
2022-07-09T10:53:00Z,Fair,68,93,NA
2022-07-09T11:53:00Z,Fair,70,87,NA
2022-07-09T12:53:00Z,A Few Clouds,71,84,NA
2022-07-09T13:53:00Z,Fair,75,76,NA
2022-07-09T14:53:00Z,Fair,75,76,NA
2022-07-09T15:53:00Z,Fair,78,71,NA
2022-07-09T16:53:00Z,A Few Clouds,79,67,NA
2022-07-09T17:53:00Z,Partly Cloudy,80,67,NA
2022-07-09T18:53:00Z,A Few Clouds,82,63,NA
2022-07-09T19:53:00Z,Partly Cloudy,83,63,NA
2022-07-09T20:53:00Z,Partly Cloudy,82,60,NA
2022-07-09T21:53:00Z,Mostly Cloudy,81,62,NA
2022-07-09T22:53:00Z,Mostly Cloudy,80,62,NA
2022-07-09T23:53:00Z,Fair,79,62,NA
2022-07-10T00:53:00Z,Fair,77,58,NA
2022-07-10T01:53:00Z,Fair,74,62,NA
2022-07-10T02:53:00Z,Fair,73,66,NA
2022-07-10T03:53:00Z,Fair,70,73,NA
2022-07-10T04:53:00Z,Fair,69,76,NA
2022-07-10T05:53:00Z,Fair,67,81,NA
2022-07-10T06:53:00Z,Fair,66,84,NA
2022-07-10T07:53:00Z,Fair,64,90,NA
2022-07-10T08:53:00Z,Fair,63,90,NA
2022-07-10T09:53:00Z,Fair,63,90,NA
2022-07-10T10:53:00Z,Fair,63,87,NA
2022-07-10T11:53:00Z,Fair,66,81,NA
2022-07-10T12:53:00Z,Fair,70,71,NA
2022-07-10T13:53:00Z,Fair,73,64,NA
2022-07-10T14:53:00Z,Fair,75,60,NA
2022-07-10T15:53:00Z,Fair,77,52,NA
2022-07-10T16:53:00Z,Fair,79,50,NA
2022-07-10T17:53:00Z,Fair,80,47,NA
2022-07-10T18:53:00Z,Fair,82,40,NA
2022-07-10T19:53:00Z,Fair,82,43,NA
2022-07-10T20:53:00Z,Fair,82,44,NA
2022-07-10T21:53:00Z,Fair,83,41,NA
2022-07-10T22:53:00Z,Fair,82,44,NA
2022-07-10T23:53:00Z,Fair,80,58,NA
2022-07-11T00:53:00Z,Fair,75,79,NA
2022-07-11T01:53:00Z,Fair,72,68,NA
2022-07-11T02:53:00Z,Fair,67,81,NA
2022-07-11T03:53:00Z,Fair,65,84,NA
2022-07-11T04:53:00Z,Fair,64,87,NA
2022-07-11T05:53:00Z,Fair,63,90,NA
2022-07-11T06:53:00Z,Fair,62,90,NA
2022-07-11T07:53:00Z,Fair,63,87,NA
2022-07-11T08:53:00Z,Fair,61,90,NA
2022-07-11T09:53:00Z,Fair,61,90,NA
2022-07-11T10:53:00Z,Fair,62,86,NA
2022-07-11T11:53:00Z,Fair,65,84,NA
2022-07-11T12:53:00Z,Fair,71,71,NA
2022-07-11T13:53:00Z,Fair,76,67,NA
2022-07-11T14:53:00Z,Overcast,76,64,NA
2022-07-11T15:53:00Z,Fair,79,65,NA
2022-07-11T16:53:00Z,A Few Clouds,82,67,NA
2022-07-11T17:53:00Z,Fair,84,67,NA
2022-07-11T18:53:00Z,Fair,86,65,NA
2022-07-11T19:53:00Z,Fair,87,65,NA
2022-07-11T20:53:00Z,Partly Cloudy,86,70,NA
2022-07-11T21:53:00Z,Fair,87,67,NA
2022-07-11T22:53:00Z,Mostly Cloudy,86,72,NA
2022-07-11T23:53:00Z,Mostly Cloudy,85,77,NA
2022-07-12T00:53:00Z,Fair,83,79,NA
2022-07-12T01:53:00Z,Partly Cloudy,80,87,NA
2022-07-12T02:53:00Z,Fair,77,94,NA
2022-07-12T03:53:00Z,Fair,76,94,NA
2022-07-12T04:53:00Z,Mostly Cloudy,75,96,NA
2022-07-12T05:53:00Z,Fair,75,88,NA
2022-07-12T06:53:00Z,Overcast,73,90,NA
2022-07-12T07:53:00Z,Mostly Cloudy,72,94,NA
2022-07-12T08:53:00Z,Partly Cloudy,70,93,NA
2022-07-12T09:53:00Z,Fair,68,93,NA
2022-07-12T10:53:00Z,Fair,67,93,NA
2022-07-12T11:53:00Z,Fair,69,90,NA
2022-07-12T12:53:00Z,Fair,72,79,NA
2022-07-12T13:53:00Z,Fair,73,74,NA
2022-07-12T14:53:00Z,Fair,75,66,NA
2022-07-12T15:53:00Z,Fair,77,64,NA
2022-07-12T16:53:00Z,Fair,78,62,NA
2022-07-12T17:53:00Z,Fair,80,56,NA
2022-07-12T18:53:00Z,Fair,81,53,NA
2022-07-12T19:53:00Z,Fair,82,51,NA
2022-07-12T20:53:00Z,Fair,82,53,NA
2022-07-12T21:53:00Z,Fair,82,53,NA
2022-07-12T22:53:00Z,Fair,81,51,NA
2022-07-12T23:53:00Z,Fair,80,56,NA
2022-07-13T00:53:00Z,Fair,75,69,NA
2022-07-13T01:53:00Z,Fair,71,81,NA
2022-07-13T02:53:00Z,Fair,70,82,NA
2022-07-13T03:53:00Z,Fair,66,93,NA
